matrix_name,program_type,best_schedule,waco_time_ms,fixed_csr_time_ms
bcsstk17,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.92774 ms,8.92774,8.98208
bcsstk18,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 0.143141 ms,0.143141,8.75837
bcsstk24,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 1 = 8.72056 ms,8.72056,8.73986
bcsstk25,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 8.80486 ms,8.80486,8.91268
bcsstk28,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 8.79111 ms,8.79111,8.84556
bcsstk29,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.99357 ms,8.99357,9.07009
bcsstk30,sddmm,32768 8 64 j1 j0 i1 i0 k1 k0 0 0 0 1 j1 48 2 = 9.78978 ms,9.78978,9.89809
bcsstk31,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.33262 ms,9.33262,9.4632
bcsstk32,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.86831 ms,9.86831,10.0022
bcsstk33,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 0.375136 ms,0.375136,9.06494
bcsstk35,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 9.43119 ms,9.43119,9.51282
bcsstk36,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.29975 ms,9.29975,9.36849
bcsstk37,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 9.28935 ms,9.28935,9.32016
bcsstk38,sddmm,32768 4 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 2 = 8.83918 ms,8.83918,0.235386
bcsstk39,sddmm,32768 8 64 j1 j0 i1 i0 k1 k0 0 0 0 1 j1 48 2 = 9.75801 ms,9.75801,9.82562
bcsstm36,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 0.199052 ms,0.199052,8.98782
belgium_osm,sddmm,2 32 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 32 = 29.8304 ms,29.8304,33.0966
benzene,sddmm,32768 4 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 2 = 8.91247 ms,8.91247,8.90444
bfly,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 9.18428 ms,9.18428,9.52571
bibd_15_7,sddmm,16384 1 1 j1 j0 i1 i0 k1 k0 1 0 1 1 j1 48 4 = 8.7486 ms,8.7486,8.59545
bibd_16_8,sddmm,1 4 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.9554 ms,8.9554,9.10858
bibd_17_8,sddmm,1 4 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.87173 ms,8.87173,12.3218
bibd_18_9,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 8 = 9.67878 ms,9.67878,26.6781
bibd_19_9,sddmm,16384 1 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 8 = 10.5632 ms,10.5632,61.0501
bibd_81_3,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.3162 ms,9.3162,9.10773
blockqp1,sddmm,1 1 1 i1 i0 j1 j0 k1 k0 1 0 0 1 i1 48 2 = 12.0428 ms,12.0428,16.6478
bloweya,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 8.7648 ms,8.7648,8.85208
bloweybl,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 8.76108 ms,8.76108,8.82667
bmw7st_1,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 13.3881 ms,13.3881,14.0215
bodyy4,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.70775 ms,8.70775,8.83557
bodyy5,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 8.71049 ms,8.71049,8.82908
bodyy6,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 8.72191 ms,8.72191,8.77297
boneS01,sddmm,32768 8 64 j1 j0 i1 i0 k1 k0 0 0 0 1 j1 48 2 = 12.7902 ms,12.7902,13.5556
boyd1,sddmm,1 4 1 j1 i1 i0 j0 k1 k0 0 0 0 1 j1 48 1 = 21.6496 ms,21.6496,57.6729
boyd2,sddmm,1 2 1 j1 i1 i0 j0 k1 k0 0 1 1 1 j1 48 16 = 37.0199 ms,37.0199,32.3899
brack2,sddmm,1 1 1 j1 i1 i0 j0 k1 k0 0 1 0 1 j1 48 16 = 9.64211 ms,9.64211,9.96971
brainpc2,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.77614 ms,8.77614,8.8552
bratu3d,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.78585 ms,8.78585,8.89326
bundle1,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 9.33417 ms,9.33417,9.08241
c-39,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 1 = 8.85306 ms,8.85306,8.83533
c-41,sddmm,1 16 128 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.77887 ms,8.77887,8.75589
c-42,sddmm,1 4 32 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 0.267893 ms,0.267893,8.78852
c-43,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 8.81481 ms,8.81481,8.76308
c-45,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 1 = 0.53626 ms,0.53626,8.82207
c-46,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 1 = 0.247651 ms,0.247651,8.97381
c-47,sddmm,1 16 128 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.93016 ms,8.93016,8.86268
c-48,sddmm,1 16 128 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.84182 ms,8.84182,8.85033
c-49,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 8.86165 ms,8.86165,8.86028
c-50,sddmm,1 16 128 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 8.84944 ms,8.84944,8.84295
c-51,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 8.93007 ms,8.93007,8.90864
c-52,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.87698 ms,8.87698,8.93816
c-53,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 8.9889 ms,8.9889,8.96517
c-54,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.05372 ms,9.05372,9.09757
c-55,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.13608 ms,9.13608,9.17166
c-56,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.10331 ms,9.10331,9.252
c-57,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.08161 ms,9.08161,9.06431
c-58,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.33417 ms,9.33417,9.36182
c-59,sddmm,1 1 8 i1 j1 j0 i0 k1 k0 1 1 0 0 i1 48 4 = 4.82473 ms,4.82473,9.33716
c-60,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 5.26193 ms,5.26193,9.41236
c-61,sddmm,1 16 16 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 4 = 0.981321 ms,0.981321,9.27446
c-62,sddmm,1 1 8 i1 j1 j0 i0 k1 k0 1 1 0 0 i1 48 4 = 2.12491 ms,2.12491,9.43642
c-62ghs,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 9.30584 ms,9.30584,9.39634
c-63,sddmm,1 1 8 i1 j1 j0 i0 k1 k0 1 1 0 0 i1 48 4 = 6.74765 ms,6.74765,9.35192
c-64,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.39715 ms,9.39715,9.80877
c-64b,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.42538 ms,9.42538,9.73611
c-65,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.32762 ms,9.32762,9.42958
c-66,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 9.39507 ms,9.39507,9.52917
c-66b,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 1.12954 ms,1.12954,9.53913
c-67,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.62987 ms,9.62987,9.74426
c-67b,sddmm,1 1 8 j1 i1 i0 j0 k1 k0 0 1 0 1 j1 48 4 = 2.43047 ms,2.43047,9.60612
c-68,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.92588 ms,9.92588,9.89395
c-69,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 9.88381 ms,9.88381,10.1284
c-70,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 10.1382 ms,10.1382,10.2863
c-71,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 4 = 10.3944 ms,10.3944,10.6088
c-72,sddmm,1 8 1 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 10.4706 ms,10.4706,10.6326
c-73,sddmm,1 4 32 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 13.807 ms,13.807,15.3734
c-73b,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 1 = 13.7855 ms,13.7855,15.7058
c-big,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 2 = 18.3481 ms,18.3481,19.914
c8_mat11,sddmm,32768 4 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 2 = 11.477 ms,11.477,10.9141
c8_mat11_I,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 11.4757 ms,11.4757,10.8803
ca-AstroPh,sddmm,1 1 1 j1 i1 i0 j0 k1 k0 0 1 1 1 j1 48 8 = 9.31963 ms,9.31963,9.50341
ca-CondMat,sddmm,1 1 8 j1 i1 j0 i0 k1 k0 0 1 1 1 j1 48 32 = 9.09692 ms,9.09692,8.95989
ca-HepPh,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 8.96751 ms,8.96751,9.13077
ca2010,sddmm,8 1 4 i1 i0 j1 j0 k1 k0 0 0 0 1 i1 48 16 = 27.7613 ms,27.7613,29.228
cage10,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 8.81677 ms,8.81677,8.85642
cage11,sddmm,1 4 32 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 2 = 9.64095 ms,9.64095,9.34916
cage12,sddmm,1 1 1 j1 j0 i1 i0 k1 k0 0 1 1 0 j1 48 32 = 12.7766 ms,12.7766,13.5116
cage13,sddmm,1 4 128 j1 j0 i1 i0 k1 k0 0 1 0 1 j1 48 32 = 25.4654 ms,25.4654,29.7928
caidaRouterLevel,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 2 = 14.0661 ms,14.0661,15.7819
cant,sddmm,32768 8 64 j1 j0 i1 i0 k1 k0 0 0 0 1 j1 48 2 = 11.5402 ms,11.5402,11.9953
cari,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 8.83152 ms,8.83152,9.064
case39,sddmm,1 1 1 j1 i1 j0 i0 k1 k0 0 1 1 1 j1 48 8 = 9.92019 ms,9.92019,12.2468
case9,sddmm,1 4 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 1 = 9.01382 ms,9.01382,8.82511
cat_ears_4_4,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 2 = 8.99283 ms,8.99283,8.93205
cavity16,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.82078 ms,8.82078,8.82368
cavity17,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 8.79283 ms,8.79283,8.83211
cavity18,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 8.79993 ms,8.79993,8.82278
cavity19,sddmm,32768 4 1 j1 j0 i1 i0 k1 k0 0 0 1 1 j1 48 2 = 8.92985 ms,8.92985,8.80683
cavity20,sddmm,32768 1 128 j1 j0 i1 i0 k1 k0 1 0 1 0 j1 48 4 = 8.82253 ms,8.82253,8.83247
cavity21,sddmm,1 1 1 j1 i1 j0 i0 k1 k0 0 1 1 1 j1 48 8 = 8.97708 ms,8.97708,8.8134
cavity22,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.86758 ms,8.86758,8.84983
cavity23,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.90432 ms,8.90432,9.03805
cavity24,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.80296 ms,8.80296,8.82344
cavity25,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.82825 ms,8.82825,8.81837
cavity26,sddmm,32768 1 1 j1 j0 i1 i0 k1 k0 0 0 0 0 j1 48 8 = 8.81997 ms,8.81997,8.82159
cbuckle,sddmm,1 1 1 j1 i1 j0 i0 k1 k0 0 1 1 1 j1 48 8 = 9.34069 ms,9.34069,9.2714
cca,sddmm,8 1 1 i1 i0 j1 j0 k1 k0 1 1 0 1 i1 48 2 = 9.27355 ms,9.27355,9.2223
ccc,sddmm,1 16 1 j1 j0 i1 i0 k1 k0 0 1 1 1 j1 48 2 = 9.49371 ms,9.49371,9.28353
