matrix_name,program_type,best_schedule,waco_time_ms,fixed_csr_time_ms
bcsstk29,spmm,4 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 8 = 9.05044 ms,9.05044,9.1074
bcsstk30,spmm,2 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 64 = 9.59366 ms,9.59366,9.91513
bcsstk31,spmm,2 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 64 = 5.51068 ms,5.51068,9.47237
bcsstk32,spmm,2 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 64 = 9.62374 ms,9.62374,9.96712
bcsstk33,spmm,8 4 64 i1 k1 k0 i0 j1 j0 1 0 0 1 i1 48 2 = 9.02194 ms,9.02194,9.06065
bcsstk35,spmm,4 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 8 = 9.44945 ms,9.44945,9.51512
bcsstk36,spmm,4 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 8 = 9.27935 ms,9.27935,9.31179
bcsstk37,spmm,4 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 8 = 9.30768 ms,9.30768,9.32604
bcsstk38,spmm,4 2 32 i1 k1 j1 i0 k0 j0 1 1 0 1 i1 48 4 = 4.9918 ms,4.9918,8.93032
bcsstk39,spmm,2 1 64 i1 k1 j1 k0 i0 j0 1 1 0 0 i1 48 64 = 9.67419 ms,9.67419,9.95274
bcsstm36,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 8.84954 ms,8.84954,8.96904
belgium_osm,spmm,8192 1 128 i1 i0 k1 k0 j1 j0 1 0 0 1 i1 48 1 = 33.0132 ms,33.0132,44.5225
benzene,spmm,64 64 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 8.82238 ms,8.82238,8.87608
bfly,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 0.597518 ms,0.597518,9.50535
bibd_15_7,spmm,1 16 1 i1 k1 i0 k0 j1 j0 0 1 1 0 i1 48 2 = 8.57665 ms,8.57665,8.59369
bibd_16_8,spmm,1 128 32 k1 i1 i0 j1 k0 j0 0 0 0 1 i1 48 8 = 856.051 ms,856.051,8.76292
bibd_17_8,spmm,2 128 64 k1 i1 i0 j1 k0 j0 0 0 0 1 i1 48 4 = 1594.27 ms,1594.27,12.101
bibd_18_9,spmm,32 1024 1 k1 i1 k0 i0 j1 j0 1 0 0 1 i1 48 2 = 408.672 ms,408.672,24.043
bibd_19_9,spmm,32 1024 1 k1 i1 k0 i0 j1 j0 1 0 0 1 i1 48 2 = 769.687 ms,769.687,64.715
bibd_81_3,spmm,2 1024 1 i1 k1 i0 k0 j1 j0 1 0 0 0 i1 48 2 = 9.38206 ms,9.38206,9.12961
blockqp1,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 10.1007 ms,10.1007,16.9455
bloweya,spmm,32 32 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.82364 ms,8.82364,8.88768
bloweybl,spmm,32 64 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 2 = 8.81257 ms,8.81257,8.8952
bmw7st_1,spmm,2 1 64 i1 k1 j1 k0 i0 j0 1 1 0 0 i1 48 64 = 12.728 ms,12.728,14.2086
bodyy4,spmm,32 32 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.72401 ms,8.72401,8.82549
bodyy5,spmm,32 64 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 2 = 8.76768 ms,8.76768,8.78694
bodyy6,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 8.733 ms,8.733,8.7783
boneS01,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 12.5972 ms,12.5972,13.6385
boyd1,spmm,16 8 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 20.461 ms,20.461,56.9332
boyd2,spmm,2 1 1 i1 i0 k1 k0 j1 j0 0 0 0 1 i1 48 32 = 31.5931 ms,31.5931,34.924
brack2,spmm,16 1 1 i1 i0 k1 k0 j1 j0 1 0 0 0 i1 48 4 = 9.67009 ms,9.67009,10.285
brainpc2,spmm,32 4 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 1 = 8.81584 ms,8.81584,8.84021
bratu3d,spmm,32 128 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 2 = 8.8399 ms,8.8399,8.95252
bundle1,spmm,2 4 32 i1 k1 j1 i0 k0 j0 0 1 0 1 i1 48 2 = 9.34356 ms,9.34356,9.00652
c-39,spmm,1 128 64 i1 k1 k0 j1 i0 j0 1 0 0 0 i1 48 8 = 8.71787 ms,8.71787,8.75868
c-41,spmm,8 64 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 2 = 0.144715 ms,0.144715,8.73937
c-42,spmm,8 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 8.69857 ms,8.69857,8.6472
c-43,spmm,4 64 1 i1 k1 i0 k0 j1 j0 1 0 0 0 i1 48 2 = 8.72056 ms,8.72056,8.76144
c-45,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 8.81011 ms,8.81011,8.77706
c-46,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 0.293782 ms,0.293782,8.79859
c-47,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 0.346252 ms,0.346252,0.447452
c-48,spmm,16 32 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 8.83823 ms,8.83823,8.8245
c-49,spmm,8 64 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 2 = 8.85422 ms,8.85422,8.83026
c-50,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.85456 ms,8.85456,8.8934
c-51,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.84722 ms,8.84722,8.96277
c-52,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.85796 ms,8.85796,8.90447
c-53,spmm,2 8 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 8 = 8.98667 ms,8.98667,8.96723
c-54,spmm,16 32 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 8.98328 ms,8.98328,9.08427
c-55,spmm,64 64 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 9.05905 ms,9.05905,9.16279
c-56,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 9.11376 ms,9.11376,9.17664
c-57,spmm,4 32 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 4 = 9.03608 ms,9.03608,9.11667
c-58,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 9.21332 ms,9.21332,9.33361
c-59,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 9.22435 ms,9.22435,9.45517
c-60,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 9.09862 ms,9.09862,9.34834
c-61,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 9.08015 ms,9.08015,9.3384
c-62,spmm,64 64 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 9.2137 ms,9.2137,9.47355
c-62ghs,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 9.24148 ms,9.24148,9.47734
c-63,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 9.23176 ms,9.23176,9.45515
c-64,spmm,1 128 64 i1 k1 k0 j1 i0 j0 1 0 0 0 i1 48 8 = 9.51124 ms,9.51124,9.95537
c-64b,spmm,1 128 64 i1 k1 k0 j1 i0 j0 1 0 0 0 i1 48 8 = 9.39583 ms,9.39583,9.87757
c-65,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 9.26261 ms,9.26261,9.49518
c-66,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 9.37295 ms,9.37295,9.68627
c-66b,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 9.34062 ms,9.34062,9.68871
c-67,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 9.57481 ms,9.57481,9.845
c-67b,spmm,1 128 64 i1 k1 k0 j1 i0 j0 1 0 0 0 i1 48 8 = 9.60001 ms,9.60001,9.81856
c-68,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 9.76673 ms,9.76673,10.1907
c-69,spmm,64 64 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 9.82532 ms,9.82532,10.2955
c-70,spmm,32 64 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 2 = 9.84773 ms,9.84773,10.3792
c-71,spmm,2 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 64 = 10.0396 ms,10.0396,10.7258
c-72,spmm,2 1 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 64 = 10.0888 ms,10.0888,10.9119
c-73,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 13.2366 ms,13.2366,16.9503
c-73b,spmm,16 128 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 2 = 13.0879 ms,13.0879,17.6084
c-big,spmm,16 1 1 i1 i0 k1 k0 j1 j0 1 0 0 0 i1 48 8 = 16.8853 ms,16.8853,19.9998
c8_mat11,spmm,4 64 1 i1 k1 i0 k0 j1 j0 1 0 0 0 i1 48 2 = 10.1054 ms,10.1054,9.82499
c8_mat11_I,spmm,4 64 1 i1 k1 i0 k0 j1 j0 1 0 0 0 i1 48 2 = 10.2135 ms,10.2135,10.1613
ca-AstroPh,spmm,8 32768 1 k1 i1 i0 k0 j1 j0 1 0 0 0 i1 48 2 = 0.540415 ms,0.540415,0.611809
ca-CondMat,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 8.87095 ms,8.87095,8.95128
ca-HepPh,spmm,1 65536 1 k1 i1 i0 k0 j1 j0 0 0 0 0 i1 48 16 = 8.88748 ms,8.88748,8.93722
ca2010,spmm,32 1 128 i1 i0 j1 k1 k0 j0 0 0 0 0 i1 48 8 = 26.1159 ms,26.1159,31.655
cage10,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 8.72698 ms,8.72698,8.85869
cage11,spmm,32 64 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 4 = 9.14017 ms,9.14017,9.38439
cage12,spmm,32 64 128 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 2 = 12.635 ms,12.635,13.6026
cage13,spmm,2 1 128 i1 i0 j1 k1 k0 j0 1 0 0 0 i1 48 64 = 24.9245 ms,24.9245,28.9435
caidaRouterLevel,spmm,1 1 1 i1 k1 k0 i0 j1 j0 0 0 0 0 i1 48 128 = 13.8323 ms,13.8323,14.9973
cant,spmm,32 8 1 i1 k1 k0 i0 j1 j0 1 0 0 1 i1 48 4 = 10.5123 ms,10.5123,11.3023
cari,spmm,8 16 64 i1 k1 j1 i0 k0 j0 0 1 0 1 i1 48 2 = 8.56596 ms,8.56596,8.58729
case39,spmm,2 1 128 i1 j1 k1 k0 i0 j0 1 1 0 0 i1 48 4 = 9.35379 ms,9.35379,11.95
case9,spmm,2 32 64 i1 k1 k0 j1 i0 j0 1 0 0 0 i1 48 2 = 8.84441 ms,8.84441,8.81551
cat_ears_4_4,spmm,1 1 64 i1 i0 j1 k1 k0 j0 1 1 0 0 i1 48 16 = 8.83377 ms,8.83377,8.88574
cavity16,spmm,2 1 128 i1 j1 k1 k0 i0 j0 1 1 0 0 i1 48 4 = 8.70827 ms,8.70827,8.79761
cavity17,spmm,2 1 128 i1 j1 k1 k0 i0 j0 1 1 0 0 i1 48 4 = 0.115439 ms,0.115439,8.73833
cavity18,spmm,4 64 32 i1 k1 k0 j1 i0 j0 1 1 0 0 i1 48 4 = 0.118703 ms,0.118703,8.78407
cavity19,spmm,2 32 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 16 = 8.69302 ms,8.69302,8.7895
cavity20,spmm,2 32 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 16 = 8.69341 ms,8.69341,8.78067
cavity21,spmm,16 8 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 1 = 8.71056 ms,8.71056,8.73207
cavity22,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 8.71292 ms,8.71292,8.75909
cavity23,spmm,1 1 64 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 4 = 8.71416 ms,8.71416,8.78121
cavity24,spmm,4 64 32 i1 k1 k0 j1 i0 j0 1 1 0 0 i1 48 4 = 0.116174 ms,0.116174,8.75924
cavity25,spmm,2 1 128 i1 j1 k1 k0 i0 j0 1 1 0 0 i1 48 4 = 0.09563 ms,0.09563,8.72773
cavity26,spmm,2 32 64 i1 k1 k0 j1 i0 j0 0 1 0 0 i1 48 16 = 8.68223 ms,8.68223,8.79731
cbuckle,spmm,4 2 32 i1 k1 j1 i0 k0 j0 1 1 0 1 i1 48 4 = 9.10553 ms,9.10553,9.11788
cca,spmm,1 1 1 i1 k1 k0 i0 j1 j0 1 0 0 0 i1 48 64 = 9.13612 ms,9.13612,9.32639
ccc,spmm,1 1 32 i1 k1 k0 j1 i0 j0 0 0 0 0 i1 48 64 = 9.1974 ms,9.1974,9.50744
